nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
JX6100A,"[""HN""]","Electrical Power and Distribution Equipment - Repair and Overhaul","Équipement générateur et distributeur électrique - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX6105,"[""HN""]","Motors, Electrical - Repair and Overhaul","Moteurs électriques - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX6110,"[""HN""]","Electrical Control Equipment - Repair","Équipement électrique de commande - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6115G,"[""HN""]","Generators and Alternators, except Marine, Armoured Fighting Vehicles and Aircraft - Armature Rewinding Service","Générateurs et alternateurs, sauf marine, véhicules de combat blindé et aéronefs - service de rebobinage d'induits",Active,Actif,"2023-02-27 22:50:03"
JX5930,"[""HN""]","Switches - Repair","Contacteurs, commutateurs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5935,"[""HN""]","Connectors, Electrical - Repair","Connecteurs électriques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5945,"[""HN""]","Relays and Solenoids - Repair","Relais et solénoïdes - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5950,"[""HN""]","Coils and Transformers - Repair and Overhaul","Bobines d'auto-induction et transformateurs - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX5960,"[""HN""]","Electron Tubes and Associated Hardware - Repair","Tubes électroniques et matériel connexe - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5962,"[""HN""]","Microcircuits, Electronic - Repair","Microstructures, électroniques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5963,"[""HN""]","Electronic Modules - Repair","Modules électroniques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5965,"[""HN""]","Headsets, Handsets, Microphones and Speakers - Repair","Casques d'écoute, combiné, microphones et haut-parleurs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5975,"[""HN""]","Electrical Hardware and Supplies - Repair","Quincaillerie et fournitures électriques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5985,"[""HN""]","Antennas, Waveguides and Related Equipment - Repair and Overhaul","Antennes, guides d'ondes et équipement connexe - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX5990,"[""HN""]","Synchros and Resolvers - Repair","Synchros et résolveurs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5995,"[""HN""]","Cable, Cord, and Wire Assemblies, Communication Equipment - Repair","Câbles, cordons et fils électriques équipés, équipement de télécommunication - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6120,"[""HN""]","Transformers, Distribution and Power Station - Repair","Transformateurs, station d'alimentation et de distribution - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6125,"[""HN""]","Converters, Electrical, Rotating - Repairs","Convertisseurs électriques, rotatifs - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6130,"[""HN""]","Converters, Electrical, Nonrotating - Repair and Overhaul","Convertisseurs électriques, statiques - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX6130B,"[""HN""]","Uninterruptible Power Supply (U.P.S.) - Single Phase, 2KVA and above - Repair","Alimentation ininterrompue, monophasée, 2 Kilovoltampères et plus - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6135,"[""HN""]","Batteries, Primary - Repair","Éléments de piles - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6140,"[""HN""]","Batteries, Rechargeable - Repair","Piles, rechargeables - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6145,"[""HN""]","Wire and Cable, Electrical - Repair","Fils et câbles électriques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6150,"[""HN""]","Miscellaneous Electric Power and Distribution Equipment - Repair","Équipement varié en alimentation et distribution électriques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6210,"[""HN""]","Indoor and Outdoor Electric Lighting Fixtures - Repair","Dispositifs d'éclairage électrique intérieur et extérieur - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6230,"[""HN""]","Electric Portable and Hand Lighting Equipment - Repair","Équipements d'éclairage électrique transportables et à main - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6250,"[""HN""]","Ballasts, Lampholders, and Starters - Repair","Ballasts de lampes, douilles et starters - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6310,"[""HN""]","Traffic and Transit Signal Systems - Repair","Systèmes de signalisation pour la circulation et le transit - réparation",Active,Actif,"2023-02-27 22:50:03"
JX6625,"[""HN""]","Electrical and Electronic Properties, Measuring and Testing Instruments - Repair and Overhaul","Instruments électriques et électroniques de mesure et d'essai de propriétés - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX7240,"[""HN""]","Household and Commercial Utility Containers - Repair","Récipients utilitaires domestiques et commerciaux - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7290,"[""HN""]","Household and Commercial Furnishings and Appliances, Miscellaneous - Repair","Mobiliers et accessoires divers d'ameublement domestique et commercial - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7290B,"[""HN""]","Miscellaneous Household and Commercial Appliances, Electrical - Repair","Appareils domestiques et commerciaux divers, électriques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX7450,"[""HN""]","Office Type Sound Recording and Reproducing Machines - Maintenance","Machines de bureau enregistreuses et reproductrices de son - entretien",Active,Actif,"2023-02-27 22:50:03"
JX7460,"[""HN""]","Visible Record Equipment - Repair and Overhaul","Fichiers à classement visible, composants et accessoires - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
N3220,"[""HN""]","Woodworking Machines","Machines pour le travail du bois",Active,Actif,"2023-02-27 22:50:03"
N3220J,"[""HN""]","Sawing Machines, Table, Band and Radial Arm (Woodworking)","Machines à sciage, table, bande et bras radial, pour le travail du bois",Active,Actif,"2023-02-27 22:50:03"
N3210,"[""HN""]","Sawmill and Planing Mill Machinery","Équipements de scieries",Active,Actif,"2023-02-27 22:50:03"
N3210D,"[""HN""]",Chippers,Déchiqueteurs,Active,Actif,"2023-02-27 22:50:03"
N3405,"[""HN""]","Saws and Filing Machines","Scies et machines à limer",Active,Actif,"2023-02-27 22:50:03"
N3408,"[""HN""]","Machining Centres and Way-Type Machines","Machines à fonctions multiples et machines spéciales à transfert à indexage automatique",Active,Actif,"2023-02-27 22:50:03"
N3230,"[""HN""]","Tools and Attachments for Woodworking Machinery","Outils et accessoires pour machines à travailler le bois",Active,Actif,"2023-02-27 22:50:03"
N3413,"[""HN""]","Drilling and Tapping Machines","Machines à percer et à tarauder",Active,Actif,"2023-02-27 22:50:03"
N3414,"[""HN""]","Gear Cutting and Finishing Machines","Machines à tailler et à finir les engrenages",Active,Actif,"2023-02-27 22:50:03"
N3415,"[""HN""]","Grinding Machines","Machines à meuler. affûteur, rectifieur",Active,Actif,"2023-02-27 22:50:03"
N3410,"[""HN""]","Electrical and Ultrasonic Erosion Machines","Machines à polir électriques et à ultrasons",Active,Actif,"2023-02-27 22:50:03"
N3411,"[""HN""]","Boring Machines",Aléseuses,Active,Actif,"2023-02-27 22:50:03"
N3412,"[""HN""]","Broaching Machines",Brocheuses,Active,Actif,"2023-02-27 22:50:03"
N3417,"[""HN""]","Milling Machines",Fraiseuses,Active,Actif,"2023-02-27 22:50:03"
N3418,"[""HN""]","Planers and Shapers","Raboteuses et étaux-limeurs",Active,Actif,"2023-02-27 22:50:03"
N3416,"[""HN""]","Lathes (Metal Working)",Tours,Active,Actif,"2023-02-27 22:50:03"
N3426,"[""HN""]","Metal Finishing Equipment","Équipements pour le traitement de surface des métaux",Active,Actif,"2023-02-27 22:50:03"
N3431,"[""HN""]","Electric Arc Welding Equipment","Équipement de soudage à l'arc électrique",Active,Actif,"2023-02-27 22:50:03"
N3432,"[""HN""]","Electric Resistance Welding Equipment","Équipements de soudage par résistance électrique",Active,Actif,"2023-02-27 22:50:03"
N3419,"[""HN""]","Machine Tools, Miscellaneous","Machines et outils divers",Active,Actif,"2023-02-27 22:50:03"
N3422,"[""HN""]","Rolling Mills and Drawing Machines","Laminoirs et machines à étirer",Active,Actif,"2023-02-27 22:50:03"
N3424,"[""HN""]","Metal Heat Treating and Non-Thermal Treating Equipment","Équipements pour le traitement thermique et non thermique des métaux",Active,Actif,"2023-02-27 22:50:03"
N3441,"[""HN""]","Bending and Forming Machines","Machines à cintrer et à former",Active,Actif,"2023-02-27 22:50:03"
N3441AB,"[""HN""]","Machine, Bending, Hand, Brakes","Machine à cintrer manuelle, freins",Active,Actif,"2023-02-27 22:50:03"
N3433,"[""HN""]","Gas Welding, Heat Cutting, and Metalizing Equipment","Équipements de soudage au gaz, de coupage à chaud et de métallisation",Active,Actif,"2023-02-27 22:50:03"
N3436,"[""HN""]","Welding Positioners and Manipulators","Manipulateurs et positionneurs de soudage",Active,Actif,"2023-02-27 22:50:03"
N3438,"[""HN""]","Welding Equipment, Miscellaneous","Équipements divers de soudage",Active,Actif,"2023-02-27 22:50:03"
N3439,"[""HN""]","Welding, Soldering and Brazing Supplies and Accessories, Miscellaneous","Fournitures et accessoires divers pour soudage et brasage",Active,Actif,"2023-02-27 22:50:03"
N3442,"[""HN""]","Hydraulic and Pneumatic Presses, Power Driven","Presses à moteur, hydrauliques et pneumatiques",Active,Actif,"2023-02-27 22:50:03"
N3446,"[""HN""]","Forging Machinery and Hammers","Machines à forger et marteaux-pilons",Active,Actif,"2023-02-27 22:50:03"
N3447,"[""HN""]","Wire and Metal Ribbon Forming Machines","Machines à tréfiler et à faire les feuillards",Active,Actif,"2023-02-27 22:50:03"
N3448,"[""HN""]","Riveting Machines","Machines à river",Active,Actif,"2023-02-27 22:50:03"
N3449,"[""HN""]","Secondary Metal Forming and Cutting Machines, Miscellaneous","Machines complémentaires diverses travaillant par enlèvement ou formage du métal",Active,Actif,"2023-02-27 22:50:03"
